cause,effect,rule_name,justification
roa_eat,carbon_intensity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,carbon_neutral_commitment,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,climate_risk_assessment_done,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,environmental_fines,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,iso_14001_exists,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,total_energy_consumption,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,renewable_energy_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,hazardous_waste_generated,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,waste_recycled_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,water_withdrawal,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,collective_bargaining_coverage,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,fair_wage_gap,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,human_rights_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,diversity_representation,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,training_hours,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,turnover_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,injury_frequency_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,esg_oversight_policy,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,board_diversity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,esg_incentive_bonus,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,ceo_chair_split,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,ethical_breaches,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,anti_competitive_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roa_eat,corruption_cases,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,co2_ch4_n2o_scope_1_3,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,carbon_intensity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,emission_reduction_policy,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,carbon_neutral_commitment,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,climate_risk_assessment_done,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,environmental_fines,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,iso_14001_exists,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,total_energy_consumption,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,renewable_energy_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,hazardous_waste_generated,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,waste_recycled_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,water_withdrawal,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,collective_bargaining_coverage,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,fair_wage_gap,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,human_rights_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,diversity_representation,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,training_hours,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,turnover_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,injury_frequency_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,esg_oversight_policy,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,board_diversity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,esg_incentive_bonus,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,ceo_chair_split,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,ethical_breaches,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,anti_competitive_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
solvency_ratio,corruption_cases,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,co2_ch4_n2o_scope_1_3,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,carbon_intensity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,carbon_neutral_commitment,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,climate_risk_assessment_done,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,environmental_fines,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,iso_14001_exists,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,total_energy_consumption,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,renewable_energy_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,hazardous_waste_generated,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,waste_recycled_share,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,water_withdrawal,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,collective_bargaining_coverage,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,fair_wage_gap,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,human_rights_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,diversity_representation,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,training_hours,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,turnover_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,injury_frequency_rate,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,esg_oversight_policy,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,board_diversity,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,esg_incentive_bonus,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,ceo_chair_split,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,ethical_breaches,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,anti_competitive_violations,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
roe_eat,corruption_cases,forbid_financial_outcome_to_prior_esg_indicator,"Financial outcomes should not cause prior ESG operational, risk, or policy indicators without explicit temporal justification."
